1	4.270000e-03	9.570000e-03	8.020000e-03	2.090000e-03	4.172180e+00	1.605892e+01	2.678365e+01	6.945643e+01
2	1.217000e-02	2.616000e-02	-8.840000e-03	1.841000e-02	1.830080e+00	7.202250e+00	1.613585e+01	1.875551e+01
3	2.510000e-03	3.576000e-02	9.880000e-03	2.370000e-02	2.620000e-02	2.009070e+00	1.080597e+01	1.304923e+02
4	1.596000e-02	2.959000e-02	4.024000e-02	1.001000e-02	3.896800e-01	1.992680e+00	4.686913e+01	1.088417e+02
5	3.652000e-02	1.140000e-02	5.677000e-02	1.506000e-02	5.062700e-01	3.682970e+00	2.790586e+01	7.498296e+01
6	4.102000e-02	4.911000e-02	5.296000e-02	6.100000e-04	4.133500e-01	1.098289e+01	3.480286e+01	1.771911e+02
7	4.123000e-02	5.740000e-02	6.529000e-02	3.730000e-03	2.979200e-01	7.840940e+00	2.258809e+01	7.259254e+01
8	3.547000e-02	3.133000e-02	1.086500e-01	1.615000e-02	1.796400e-01	2.608560e+00	1.179972e+01	3.802912e+01
9	3.957000e-02	7.225000e-02	9.581000e-02	7.920000e-03	1.640300e-01	3.966120e+00	1.243903e+01	4.005053e+01
10	2.597000e-02	2.197000e-02	1.376200e-01	5.394000e-02	9.101000e-02	4.125300e-01	5.024630e+00	1.752954e+01
11	3.283000e-02	8.858000e-02	1.168800e-01	2.516000e-02	6.008000e-02	2.071820e+00	7.644440e+00	1.460095e+02
12	3.833000e-02	1.712400e-01	3.649000e-02	4.134000e-02	7.424000e-02	2.871770e+00	1.806729e+01	9.700854e+01
13	4.388000e-02	1.774300e-01	5.047000e-02	3.957000e-02	9.086000e-02	2.532520e+00	3.043883e+01	9.826737e+01
14	3.812000e-02	1.783300e-01	6.280000e-02	5.605000e-02	5.396000e-02	1.864610e+00	2.254263e+01	7.243144e+01
15	4.166000e-02	1.781700e-01	9.479000e-02	4.463000e-02	5.564000e-02	1.625000e+00	2.445354e+01	6.438264e+01
16	4.003000e-02	1.834600e-01	1.221800e-01	3.753000e-02	5.214000e-02	1.407930e+00	2.335691e+01	5.359676e+01
17	4.245000e-02	1.764500e-01	1.581400e-01	3.011000e-02	4.643000e-02	1.156770e+00	1.934091e+01	5.288785e+01
18	5.011000e-02	1.666700e-01	1.707400e-01	4.358000e-02	7.991000e-02	1.014360e+00	1.567109e+01	3.960819e+01
19	4.058000e-02	1.758200e-01	2.094300e-01	2.922000e-02	3.352000e-02	8.298400e-01	1.413679e+01	2.009772e+02
20	4.001000e-02	1.741600e-01	2.098600e-01	5.497000e-02	2.289000e-02	7.128800e-01	1.118914e+01	1.350239e+02
21	9.685000e-02	1.477700e-01	2.098100e-01	4.852000e-02	1.252700e-01	1.342480e+00	1.243524e+01	1.317111e+02
22	6.667000e-02	1.735600e-01	2.271000e-01	5.957000e-02	5.198000e-02	8.646700e-01	1.059984e+01	1.035678e+02
23	5.118000e-02	1.679100e-01	2.670000e-01	6.476000e-02	3.786000e-02	5.716000e-01	8.303050e+00	9.178068e+01
24	3.204000e-02	1.846000e-01	3.076400e-01	5.052000e-02	2.400000e-03	4.493100e-01	7.922510e+00	8.664058e+01
25	3.866000e-02	1.778200e-01	3.132900e-01	6.898000e-02	1.836000e-02	4.120300e-01	6.737360e+00	7.630466e+01
26	5.455000e-02	1.666000e-01	3.320800e-01	6.947000e-02	3.947000e-02	4.329400e-01	6.268640e+00	7.129470e+01
27	5.942000e-02	1.747200e-01	3.442300e-01	6.828000e-02	3.962000e-02	4.325300e-01	6.051750e+00	6.872437e+01
28	6.049000e-02	1.660000e-01	3.730200e-01	7.109000e-02	3.558000e-02	3.997600e-01	5.366600e+00	6.246894e+01
