# rescaled parameters from Weickenmeier and Kohl, “Computation of absorptive form factors for high-energy electron diffraction”, Acta Cristallographica 1991
39 5.000000e-01 5.701216e-24 8.954260e-23 1.300077e-22 6.497221e-22 6.807517e-22 5.739845e-21 6.283185e+09 3.300000e+00
40 5.000000e-01 6.389567e-24 7.307790e-23 1.486255e-22 6.699863e-22 6.934169e-22 5.244638e-21 0.000000e+00 2.400000e+00
41 5.000000e-01 5.853198e-24 7.409112e-23 3.761549e-22 8.270342e-23 8.504647e-22 4.202929e-21 6.283185e+09 2.700000e+00
42 5.000000e-01 2.757203e-23 7.903052e-23 4.720301e-22 2.243631e-24 6.278114e-22 3.908465e-21 6.283185e+09 2.200000e+00
43 5.000000e-01 2.909184e-23 7.485102e-23 5.266802e-22 2.042888e-24 5.270601e-22 4.114907e-21 6.283185e+09 1.900000e+00
44 4.000000e-01 5.447913e-24 8.840273e-23 7.409112e-22 8.840273e-23 2.186005e-22 3.518378e-21 1.570796e+11 3.700000e+00
45 5.000000e-01 5.834834e-24 7.048155e-23 4.849485e-22 7.130478e-23 5.271868e-22 3.063699e-21 1.130973e+11 2.200000e+00
46 5.000000e-01 5.702483e-24 7.124146e-23 6.141330e-22 6.870843e-23 3.615266e-22 2.120779e-21 1.256637e+11 2.300000e+00
47 5.000000e-01 5.660055e-24 2.020724e-22 5.762642e-22 5.123052e-23 5.157248e-23 2.617886e-21 1.256637e+11 2.400000e+00
48 3.000000e-01 1.826948e-23 1.021444e-22 5.697417e-22 1.083503e-24 5.995048e-22 3.681125e-21 1.884956e+11 1.600000e+00
49 4.000000e-01 5.666387e-24 7.808064e-23 5.212342e-22 7.751071e-23 4.472064e-22 3.780547e-21 1.256637e+11 2.500000e+00
50 6.000000e-01 4.511326e-24 5.416251e-23 4.053481e-22 8.460319e-23 4.041449e-22 3.224547e-21 1.570796e+11 2.500000e+00
51 6.000000e-01 2.263895e-23 8.390661e-23 4.126938e-22 2.248064e-24 4.128205e-22 3.217581e-21 0.000000e+00 1.200000e+00
52 6.000000e-01 3.171986e-23 2.503266e-22 4.830487e-22 1.902938e-24 3.213148e-23 3.142856e-21 6.283185e+09 6.000000e-01
53 4.000000e-01 5.337727e-24 7.155809e-23 5.611927e-22 7.155809e-23 5.782907e-22 3.547508e-21 1.570796e+11 2.500000e+00
54 4.000000e-01 1.760456e-23 1.026510e-22 7.250797e-22 1.286779e-24 2.073918e-22 3.257476e-21 8.796459e+10 1.400000e+00
55 1.000000e-01 7.624419e-24 9.733166e-23 6.216055e-22 2.610287e-21 2.698943e-21 1.420396e-20 1.130973e+11 2.900000e+00
56 1.000000e-01 7.744738e-24 9.175900e-23 6.017212e-22 3.128925e-21 4.746264e-21 1.374169e-20 1.130973e+11 2.600000e+00
57 3.000000e-01 5.654989e-24 7.991708e-23 5.127485e-22 7.618086e-23 1.118333e-21 7.383781e-21 1.570796e+11 2.900000e+00
58 3.000000e-01 5.385221e-24 8.124692e-23 7.105148e-22 8.403326e-23 2.919317e-22 7.105148e-21 1.570796e+11 3.200000e+00
59 2.000000e-01 6.209089e-24 9.663508e-23 5.439681e-22 7.846059e-23 1.424196e-21 8.865604e-21 1.570796e+11 3.000000e+00
60 2.000000e-01 5.960852e-24 8.017039e-23 3.791945e-22 1.126565e-21 1.148729e-21 8.396993e-21 1.570796e+11 3.300000e+00
61 2.000000e-01 5.982383e-24 7.922050e-23 3.743818e-22 1.031576e-21 1.059440e-21 8.099362e-21 1.570796e+11 3.100000e+00
62 2.000000e-01 5.737945e-24 1.008779e-22 6.737859e-22 1.132897e-22 1.406465e-22 7.890387e-21 1.570796e+11 3.300000e+00
63 1.000000e-01 6.642870e-24 9.777494e-23 5.478943e-22 4.491695e-22 3.379695e-21 1.163294e-20 1.570796e+11 2.700000e+00
64 2.000000e-01 5.913358e-24 8.783280e-23 4.660141e-22 9.821822e-23 1.318442e-21 7.029157e-21 1.570796e+11 2.200000e+00
65 1.000000e-01 6.452893e-24 9.650843e-23 4.539822e-22 1.320975e-21 3.121326e-21 1.051841e-20 1.570796e+11 2.700000e+00
66 2.000000e-01 5.320629e-24 8.922597e-23 4.521458e-22 8.536310e-23 7.231799e-22 6.839180e-21 1.884956e+11 2.700000e+00
67 1.000000e-01 5.978583e-24 1.024610e-22 3.971157e-22 2.555194e-21 2.712241e-21 8.270342e-21 1.570796e+11 2.900000e+00
68 2.000000e-01 5.199676e-24 7.922050e-23 3.047235e-22 6.864510e-22 6.902506e-22 6.338907e-21 1.570796e+11 2.600000e+00
69 1.000000e-01 6.118533e-24 1.014478e-22 3.593736e-22 1.937134e-21 1.971330e-21 8.783280e-21 1.256637e+11 2.400000e+00
70 1.000000e-01 6.011512e-24 1.014478e-22 3.444287e-22 1.792752e-21 1.854178e-21 8.745285e-21 1.256637e+11 2.600000e+00
71 1.000000e-01 6.116000e-24 9.929476e-23 3.370196e-22 2.164474e-21 2.232232e-21 7.687745e-21 1.130973e+11 2.300000e+00
72 1.000000e-01 5.885494e-24 9.847153e-23 3.325235e-22 2.375982e-21 2.462105e-21 6.661868e-21 1.130973e+11 2.600000e+00
73 4.000000e-01 3.988255e-24 5.189544e-23 1.830747e-22 3.510146e-22 3.787512e-22 3.446187e-21 6.283185e+09 2.500000e+00
74 2.000000e-01 5.004000e-24 8.681959e-23 5.214241e-22 8.757950e-23 8.814943e-23 4.883681e-21 1.570796e+11 2.300000e+00
75 5.000000e-01 3.334733e-24 5.744911e-23 2.810396e-22 5.989982e-23 2.770501e-22 2.785066e-21 1.256637e+10 2.300000e+00
76 4.000000e-01 1.437494e-23 9.942141e-23 4.018018e-22 9.904146e-25 1.024610e-22 2.923116e-21 6.283185e+09 1.500000e+00
77 5.000000e-01 3.201116e-24 5.494774e-23 3.225180e-22 5.580264e-23 2.260096e-22 2.518465e-21 1.884956e+11 2.200000e+00
78 5.000000e-01 3.326501e-24 5.304797e-23 2.507066e-22 5.162314e-23 4.079444e-22 2.166374e-21 0.000000e+00 1.800000e+00
79 4.000000e-01 3.478483e-23 1.094269e-22 4.255490e-22 1.669900e-24 4.593016e-24 2.245531e-21 1.256637e+10 1.100000e+00
80 4.000000e-01 1.389367e-23 8.966925e-23 4.231426e-22 9.321549e-25 9.980137e-23 2.353184e-21 1.256637e+10 1.200000e+00
81 4.000000e-01 1.422296e-23 7.143143e-23 2.724907e-22 9.403872e-25 4.531590e-22 2.728706e-21 6.283185e+09 1.900000e+00
82 3.000000e-01 4.073112e-24 7.561093e-23 4.681672e-22 7.231799e-23 8.162688e-23 3.237845e-21 1.570796e+11 1.800000e+00
83 4.000000e-01 3.406925e-24 5.491608e-23 1.187358e-22 4.843153e-22 4.982469e-22 2.890187e-21 1.884956e+11 1.900000e+00
84 4.000000e-01 3.173253e-23 1.037276e-22 4.297285e-22 1.384934e-24 5.447280e-24 2.959212e-21 6.283185e+09 1.000000e+00
85 4.000000e-01 1.413431e-23 7.016492e-23 2.274027e-22 6.402232e-25 7.371116e-22 2.854091e-21 1.884956e+11 1.200000e+00
86 4.000000e-01 1.339339e-23 7.219134e-23 2.162574e-22 7.523098e-25 8.491982e-22 2.729973e-21 1.130973e+11 1.100000e+00
87 1.000000e-01 5.974784e-24 6.497221e-23 3.961025e-22 2.058720e-21 2.298091e-21 9.441868e-21 1.256637e+11 3.100000e+00
88 2.000000e-01 4.622779e-24 6.446560e-23 3.733686e-22 6.528884e-23 1.289945e-21 7.301458e-21 1.256637e+11 2.900000e+00
89 2.000000e-01 4.758929e-24 6.012146e-23 2.358884e-22 1.113267e-21 1.250683e-21 6.908838e-21 1.256637e+11 2.800000e+00
90 3.000000e-01 4.043348e-24 5.711348e-23 2.949080e-22 5.715148e-23 9.948474e-22 5.300364e-21 6.283185e+09 2.200000e+00
91 2.000000e-01 4.785526e-24 5.377622e-23 2.539362e-22 1.073371e-21 1.126565e-21 6.345239e-21 1.256637e+11 2.700000e+00
92 2.000000e-01 4.522724e-24 7.276128e-23 5.833567e-22 6.074205e-23 7.618086e-23 6.604875e-21 1.570796e+11 2.400000e+00
93 2.000000e-01 4.380875e-24 6.212255e-23 3.770415e-22 6.274948e-23 1.396966e-21 5.761376e-21 1.570796e+11 3.000000e+00
94 2.000000e-01 4.518925e-24 6.064706e-23 3.883134e-22 6.170460e-23 9.923143e-22 5.691084e-21 1.570796e+11 2.700000e+00
95 2.000000e-01 4.623412e-24 5.906392e-23 4.019918e-22 5.764542e-23 8.396993e-22 5.500474e-21 1.570796e+11 2.400000e+00
96 3.000000e-01 3.658961e-24 4.576551e-23 1.906738e-22 5.838000e-22 6.037476e-22 4.171266e-21 6.283185e+09 3.200000e+00
97 2.000000e-01 4.488528e-24 4.913444e-23 3.890100e-22 1.133531e-22 9.574852e-22 5.292132e-21 6.283185e+09 3.100000e+00
98 3.000000e-01 3.903399e-24 5.152182e-23 4.155435e-22 5.307330e-23 2.652715e-22 3.888834e-21 1.570796e+11 2.400000e+00
