2	5.000000e-01	2.542000e+00	8.743000e+00	1.269000e+01	4.371000e-01	5.294000e+00	2.825000e+01	3.000000e+00	6.200000e+00
3	5.000000e-01	6.845000e-01	3.065000e+00	6.240000e+00	1.262000e+02	1.312000e+02	1.318000e+02	2.500000e+00	4.200000e+00
4	3.000000e-01	5.400000e-01	3.388000e+00	5.562000e+01	5.078000e+01	6.701000e+01	9.637000e+01	3.000000e+00	3.400000e+00
5	5.000000e-01	3.314000e-01	2.975000e+00	3.401000e+01	3.598000e+01	3.668000e+01	6.081000e+01	1.800000e+00	2.400000e+00
6	5.000000e-01	2.946000e-01	3.934000e+00	2.498000e+01	2.528000e+01	2.547000e+01	4.670000e+01	8.000000e-01	2.400000e+00
7	5.000000e-01	2.393000e-01	4.935000e+00	1.812000e+01	1.570000e+01	1.582000e+01	4.024000e+01	2.500000e+00	2.000000e+00
8	5.000000e-01	6.376000e+00	8.037000e+00	2.721000e+01	1.116000e-01	3.869000e-01	1.090000e+01	3.000000e+00	1.700000e+00
9	5.000000e-01	2.180000e-01	6.770000e+00	7.051000e+00	6.675000e+00	1.238000e+01	2.808000e+01	1.000000e+00	1.700000e+00
10	5.000000e-01	2.006000e-01	5.498000e+00	6.281000e+00	7.192000e+00	7.548000e+00	2.326000e+01	1.000000e+00	2.700000e+00
11	5.000000e-01	2.190000e-01	5.300000e+00	5.319000e+00	5.283000e+00	5.285000e+00	1.282000e+02	1.000000e+00	2.500000e+00
12	5.000000e-01	1.976000e+00	2.809000e+00	1.639000e+01	5.494000e-02	2.061000e+00	1.217000e+02	3.000000e-01	2.200000e+00
13	4.000000e-01	2.297000e+00	2.358000e+00	2.499000e+01	7.462000e-02	5.595000e-01	1.285000e+02	3.000000e+00	2.800000e+00
14	5.000000e-01	1.737000e+00	3.043000e+00	3.057000e+01	5.070000e-02	9.918000e-01	8.618000e+01	2.500000e+00	1.400000e+00
15	5.000000e-01	1.795000e-01	2.632000e+00	2.676000e+00	3.457000e+01	3.678000e+01	5.406000e+01	1.400000e+00	3.600000e+00
16	5.000000e-01	1.006000e+00	4.904000e+00	3.135000e+01	3.699000e-02	9.870000e-01	4.494000e+01	3.000000e+00	2.000000e+00
17	5.000000e-01	1.846000e-01	1.480000e+00	5.210000e+00	2.479000e+01	3.206000e+01	3.910000e+01	1.600000e+00	3.400000e+00
18	5.000000e-01	2.006000e-01	6.533000e+00	2.272000e+01	1.200000e+00	1.274000e+00	3.626000e+01	3.000000e+00	2.600000e+00
19	2.000000e-01	4.442000e-01	3.367000e+00	1.963000e+01	1.824000e-02	2.351000e+01	2.129000e+02	8.000000e-01	2.600000e+00
20	3.000000e-01	1.827000e-01	2.066000e+00	1.699000e+01	1.158000e+01	1.398000e+01	1.861000e+02	1.800000e+00	3.900000e+00
21	5.000000e-01	1.425000e-01	1.466000e+00	1.547000e+01	4.243000e+00	9.804000e+00	1.215000e+02	1.800000e+00	2.800000e+00
22	5.000000e-01	1.278000e-01	1.456000e+00	1.210000e+01	4.617000e+00	1.197000e+01	1.050000e+02	1.800000e+00	3.200000e+00
23	5.000000e-01	1.313000e-01	1.399000e+00	8.008000e+00	7.981000e+00	1.341000e+01	9.531000e+01	1.800000e+00	2.100000e+00
24	5.000000e-01	1.231000e-01	2.384000e+00	9.921000e+00	1.648000e+00	1.100000e+01	6.846000e+01	1.000000e-01	3.100000e+00
25	5.000000e-01	4.817000e-01	3.783000e+00	8.473000e+00	4.690000e-02	8.745000e+00	7.744000e+01	2.500000e+00	1.400000e+00
26	5.000000e-01	4.470000e-01	6.894000e+00	6.903000e+00	5.691000e-02	3.026000e+00	7.087000e+01	1.000000e-01	1.300000e+00
27	5.000000e-01	1.071000e-01	3.636000e+00	7.558000e+00	1.280000e+00	5.140000e+00	6.716000e+01	1.000000e-01	2.600000e+00
28	5.000000e-01	1.107000e-01	1.619000e+00	6.003000e+00	5.975000e+00	6.060000e+00	5.941000e+01	2.500000e+00	1.700000e+00
29	5.000000e-01	1.129000e-01	1.891000e+00	5.085000e+00	5.073000e+00	5.099000e+00	4.639000e+01	1.000000e-01	2.500000e+00
